    ,Date ,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin  ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP  ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP  ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI  ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net  ","Property, Plant & Equip  ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Net Change in LT Investment ,Cash from Investing Activities ,Cash (Repurchase) of Equity ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
98,2010,23.97,27.67,30.37,501.45,28.82,30.44,0.78,29.43,1.2,28.9,-3.42,5.22,0.78,-8.4,36.31,17.96,56.26,42.5,60.14,44.78,25.98,43.77,42.85,219.39,263.89,0.725,-7.56,-7.56,158.4,-42.36,38.77,31.43,28.43,28.43,42.85,1.11,-16.01,-34.61,-11.55,-60.84,23.01,30.44,-8.4,62.72,-120.37,18.95,527.78,12.04,33.18,10.45,1209.01,125.56,527.78,-29.51,-39.49,-8.82,-0.1697801278935545
99,2011,29.28,30.75,53.6,-79.76,14.17,14.49,1.28,13.04,1.23,13.1,-7.43,-11.44,-2.84,32.59,33.71,-17.02,23.39,26.94,23.77,22.33,17.68,21.65,25.45,12.76,-10.83,0.725,56.75,241.76,24.28,11.13,34.94,100.0,25.74,25.74,25.45,1.12,-32.53,-46.34,0.39,42.36,33.06,14.49,32.59,83.5,-736.36,31.44,4.98,67.79,78.29,10.45,-73.54,-206.32,4.98,53.89,-11.45,14.81,0.0874605418809855
100,2012,21.46,16.77,22.33,655.95,17.39,18.65,1.37,8.78,1.56,8.58,-1.88,-9.21,-26.79,60.02,5.68,38.73,39.1,14.59,23.44,22.9,112.47,68.27,29.24,62.36,60.85,0.07,88.06,40.43,53.05,12.69,28.55,94.93,23.34,23.34,29.24,1.56,44.68,17.3,-8.36,-28.76,65.89,10.27,60.02,-13.85,42.54,14.1,159.29,-108.38,-31.43,10.45,52.29,-230.61,159.29,-69.89,-27.7,3.48,-0.03887196473185
101,2013,20.59,16.16,22.8,-21.89,9.88,13.91,1.72,16.58,1.96,16.31,-4.51,-1.66,36.01,32.98,21.82,27.29,9.38,20.56,39.4,34.7,-2.43,14.07,18.25,7.87,10.96,-25.17,14.9,-0.56,6.92,13.52,26.73,-76.77,21.74,21.74,18.25,1.77,51.15,24.16,5.43,8.66,-11.33,18.59,32.98,-9.45,-82.63,12.28,-36.38,-734.41,4.77,10.45,-169.73,-13.96,-36.38,254.68,79.62,-5.32,0.2882987517064603
102,2014,18.88,20.24,27.27,53.83,8.55,3.5,1.54,9.34,1.39,9.49,-6.61,-6.61,5.92,26.4,9.03,-5.92,15.54,7.92,44.54,37.37,20.66,32.86,16.47,17.29,5.48,44.36,-2.69,10.97,7.27,10.98,22.53,-78.4,18.96,18.96,16.47,1.5,-8.27,-22.89,2.74,2.31,12.24,11.02,26.4,76.79,330.77,23.39,80.58,-1.44,53.92,10.45,143.52,-102.86,80.58,-27.72,-30.88,11.15,-0.167846505433592
103,2015,13.62,16.16,8.59,-61.86,13.86,20.03,1.29,14.18,0.85,14.67,0.1,1.79,-1.48,1.69,16.66,-0.22,28.21,14.57,21.49,22.6,-1.79,13.49,14.15,7.39,15.08,-38.2,9.49,-8.52,7.12,14.65,18.86,-7040.74,15.86,15.86,14.15,0.92,-0.34,-13.98,2.61,-0.45,15.32,15.65,1.69,72.07,-160.86,15.41,-35.95,88.8,12.61,122.22,102.44,1055.93,-35.95,130.08,56.45,-0.21,0.4733836697160605
104,2016,20.38,17.74,15.06,49.14,22.89,19.15,0.46,18.6,0.83,18.16,1.56,-1.03,3.27,21.35,18.16,-21.94,2.32,16.97,17.98,18.39,-5.06,8.27,13.59,-0.65,-13.23,97.24,33.39,49.68,4.91,10.08,17.83,28.18,15.54,15.54,13.59,0.57,-22.25,-32.71,2.5,34.8,16.56,19.15,21.35,27.72,-906.85,35.62,9.94,34.59,31.44,107.47,97.21,153.74,9.94,51.58,-20.0,13.82,-0.076790054480903
105,2017,22.8,18.39,12.95,-496.54,12.6,-34.99,0.7,-35.45,0.7,-35.44,-2.29,-47.06,10.45,12.55,18.0,-17.05,31.43,17.93,23.8,25.5,3.7,17.55,17.79,30.95,44.32,0.86,114.17,76.08,57.38,10.85,7.72,-58.7,9.69,9.69,17.79,0.5,-24.61,-31.27,-7.33,-18.29,11.18,-34.99,12.55,16.22,180.18,2.93,20.3,9.39,0.76,9.56,-0.41,-24.65,20.3,-4.9,23.61,58.33,0.1350954681678995
106,2018,23.42,18.38,17.85,-234.69,28.39,142.74,0.37,141.85,-0.04,142.85,-5.86,96.68,0.1,30.66,7.14,55.87,13.3,9.15,40.9,38.33,3.28,33.06,17.99,19.27,43.16,1.08,-0.66,-0.32,23.15,11.93,19.11,132.46,16.48,16.48,17.99,0.11,88.29,61.66,-1.01,-23.76,23.29,142.74,30.66,-60.18,-46.92,29.33,97.68,-89.86,-9.23,100.82,58.82,-341.1,97.68,-9.65,-32.1,-46.72,0.0543605160929286
107,2019,18.3,16.42,20.46,59.49,13.5,11.74,-0.37,12.15,-0.67,12.49,-3.13,-5.55,-1.73,30.39,9.65,10.76,29.72,12.46,41.64,39.56,9.04,26.99,18.52,32.73,30.62,268.1,-12.42,42.36,34.99,12.22,12.78,-46.57,13.41,13.41,18.52,-1.04,9.36,-3.57,-4.67,-13.91,20.38,11.74,30.39,130.16,-83.31,13.65,-2.13,103.7,3.46,126.41,76.11,-71.06,-2.13,33.34,16.12,1.72,-0.007018869481437
108,2020,12.77,8.71,3.51,85.5,21.34,17.26,-1.7,19.28,-1.65,19.22,2.08,3.98,-0.9,16.26,14.22,43.07,14.16,14.23,14.63,20.43,7.76,17.83,15.84,28.45,25.68,69.81,4.71,37.58,30.36,15.74,7.41,-151.38,10.48,10.48,15.84,-1.91,-2.23,-11.5,-4.66,-9.11,13.79,17.26,16.26,23.15,123.08,19.45,-14.51,144.51,11.13,69.32,5.17,336.43,-14.51,50.55,17.92,1.87,0.1459469376765001
109,2021,41.15,50.01,25.6,75.27,88.71,88.81,-1.93,92.54,-1.36,91.43,17.59,33.77,22.03,-9.17,2.16,-20.86,25.24,7.94,14.02,15.36,12.15,17.76,12.41,12.82,13.06,4.5,13.28,7.81,10.88,5.58,17.19,-356.4,13.07,13.07,12.41,-1.94,-40.58,-47.45,0.81,-4.52,15.67,88.81,-9.17,-49.62,-183.36,40.73,10.59,-10.34,8.39,61.4,151.4,-165.88,10.59,56.41,24.65,-25.46,0.3840302916089917
110,2022,9.78,6.77,16.11,-129.23,-21.39,-21.12,-2.17,-19.37,-2.91,-18.76,-11.75,-28.15,-9.69,8.31,-18.54,4.46,2.43,-12.41,14.92,16.33,38.4,17.15,1.67,13.37,7.85,3.8,-26.52,-8.2,1.38,10.38,2.13,368.45,1.79,1.79,1.67,-2.97,11.37,9.41,-0.45,-18.79,21.56,-21.12,8.31,331.46,46.75,-0.17,27.78,-288.13,-42.86,17.95,13.68,-127.52,27.78,-10.45,-45.32,26.56,-0.196467220100498
111,2023,8.68,11.13,4.85,-140.52,20.17,23.05,-3.31,27.27,-3.32,27.28,0.26,13.22,13.29,-11.35,-2.5,9.91,19.14,4.09,16.83,16.02,19.78,15.16,10.16,26.24,18.06,-5.47,-8.97,-6.58,9.07,12.25,8.02,-42.1,10.63,10.63,10.16,-3.03,34.98,22.01,0.82,-11.83,-4.06,23.05,-11.35,-2.13,72.04,11.2,2.43,-59.35,33.33,3.72,3.35,79.86,2.43,15.81,42.44,-9.63,0.340943211736483
112,2010,2.25,2.25,6.5,54.72,54.72,49.07,2.42,57.03,2.51,56.9,26.68,44.85,-5.22,-10.86,-18.73,-44.94,2.03,-15.76,20.12,20.12,16.06,11.03,4.21,7.51,3.89,-1.31,5.73,4.03,4.01,-0.56,18.43,-1200.0,6.5,6.5,4.21,-0.8,8.45,1.84,9.82,-18.92,7.88,48.11,29.53,-47.69,-188.46,-103.08,9.94,-122.03,83.96,-152.1,-67.66,-211.43,9.94,-103.08,-3469.46,-102.08,-0.1047520728097461
113,2011,-5.32,-5.32,5.27,7.6,7.6,9.25,-1.41,11.25,-1.42,11.26,8.59,15.38,-12.71,-9.4,39.42,194.23,2.21,31.08,5.14,5.14,2.28,0.76,7.0,16.0,27.83,-9.56,7.84,3.85,7.25,-1.79,19.35,-5.69,4.24,4.24,7.0,-3.52,-31.49,-34.28,6.98,2.55,8.48,9.25,2.82,-28.6,-204.8,-2656.82,9.94,-246.96,-416.2,195.53,-318.84,3083.54,9.94,-2656.82,-103.03,-2440.43,-0.1991485527015438
114,2012,-1.34,-0.21,3.05,8.1,8.1,12.16,-2.33,15.14,-2.5,15.33,2.19,13.69,-0.89,12.85,8.03,21.16,-11.72,6.39,3.4,3.4,2.75,3.36,4.12,-4.31,-8.58,-2.45,8.05,5.95,3.5,-1.0,18.01,334.53,11.17,11.17,4.12,0.83,-14.04,-22.67,12.15,16.37,-0.46,12.16,0.82,-97.16,-103.47,-73.86,9.94,-110.6,-29.83,-81.35,-18.57,-121.4,9.94,-73.86,385.47,-76.69,0.2277492275407611
115,2013,0.7,0.35,0.45,-10.38,-10.38,-15.79,-0.71,-16.44,-0.19,-16.87,2.37,-16.38,3.82,-33.44,20.73,102.7,-3.68,23.59,2.56,2.56,-0.39,-4.96,2.4,-5.3,-3.61,11.69,1.45,3.33,2.29,-0.79,11.07,-70.77,3.48,3.48,2.4,-1.26,-63.86,-65.07,0.31,28.23,-3.0,-15.79,3.09,948.93,-4354.32,330.45,9.94,74.29,25.6,189.72,-67.71,102.07,9.94,330.45,-68.69,411.17,0.0713209778565555
116,2014,-2.49,-2.32,-1.8,14.96,14.96,21.42,-0.5,21.16,-0.46,21.11,-8.02,24.51,1.49,647.1,25.21,43.98,13.85,17.34,1.63,1.63,2.13,1.59,6.52,10.43,-12.18,3.31,10.62,9.17,6.19,-0.57,12.58,82.57,9.89,9.89,6.52,-1.1,-173.02,-166.45,3.62,33.61,-3.92,21.42,-10.31,156.2,-104.68,-66.1,9.94,-83.88,10.06,-0.61,317.41,-23.97,9.94,-66.1,219.4,-72.08,-0.0150783471883981
117,2015,-1.25,-1.65,-0.77,3.05,3.05,12.32,-0.59,11.76,-0.63,11.8,5.12,13.73,1.6,3.8,-22.55,-29.63,-28.7,-26.36,-5.09,-5.09,10.47,0.69,-8.61,-17.13,-35.28,-1.26,-8.07,-6.79,-10.12,-0.79,12.36,-91.23,6.68,6.68,-8.61,-1.38,-168.03,-163.77,17.2,13.79,-2.8,12.32,3.8,-77.68,-1204.12,100.77,9.94,3196.27,-164.59,17.98,-258.6,-34.67,9.94,100.77,-48.24,78.75,0.0909913926057293
118,2016,2.84,3.23,1.29,12.49,12.49,1.19,-2.2,2.96,-2.22,2.97,7.83,-1.6,-0.86,10.89,8.22,8.08,9.53,4.93,-1.61,-1.61,7.67,6.3,5.92,4.06,53.66,5.6,1.08,1.98,6.3,-0.9,10.94,-711.98,2.67,2.67,5.92,-2.79,-29.39,-31.23,-1.6,-31.71,3.73,1.19,10.89,194.87,-146.55,-72.51,9.94,-107.27,-207.45,61.72,-152.41,-149.79,9.94,-72.51,362.7,-72.83,0.25001392553832
119,2017,3.46,4.28,3.14,3.95,3.95,-1.18,-2.93,1.64,-3.07,1.79,9.02,-4.49,-0.3,12.8,8.28,10.39,6.74,3.0,0.2,0.2,3.67,1.23,1.71,-5.26,1.35,-8.74,4.67,1.91,1.84,-1.09,9.38,-89.87,0.59,0.59,1.71,-3.82,-130.4,-130.22,-0.95,1.63,3.77,-1.18,12.8,78.36,158.3,-112.38,9.94,-1393.33,-91.05,69.68,-85.1,-47.19,9.94,-112.38,-1082.66,-112.53,0.0733875981879979
120,2018,10.15,8.02,7.37,13.55,13.55,32.87,-4.37,41.96,-4.55,42.23,14.47,20.62,8.62,26.09,-15.51,-35.18,2.54,-16.95,5.47,5.47,12.95,11.34,3.51,4.98,10.18,4.07,2.76,3.01,3.87,-1.5,12.12,1166.39,0.32,0.32,3.51,-4.37,-2201.26,-2194.52,-2.99,-24.62,1.41,32.87,26.09,-94.34,-45.25,-667.25,9.94,-141.75,1825.44,29.68,133.29,-8154.25,9.94,-667.25,-115.19,-526.93,-0.003865247394074
121,2019,6.05,6.38,3.64,9.28,9.28,12.19,-5.15,18.8,-5.38,19.08,1.28,5.78,5.69,7.41,-2.09,-5.44,-3.76,16.22,72.85,72.85,-12.73,-1.45,2.47,6.56,-4.41,-4.67,5.44,3.55,2.54,-0.69,12.05,-204.11,1.88,1.88,2.47,-5.85,-17.75,-19.27,0.21,21.59,0.34,12.19,7.41,2348.14,126.64,-57.38,9.94,619.12,-72.72,20.11,-3.43,-89.99,9.94,-57.38,215.13,-62.01,0.1837896788134019
122,2020,3.39,3.6,-0.72,-20.51,-20.51,-20.04,-4.32,-17.37,-4.43,-17.28,-0.43,-22.66,4.05,2.94,46.53,100.13,38.74,43.91,5.02,5.02,11.83,19.9,26.0,19.32,17.59,3.86,34.7,29.41,28.06,-0.14,6.17,408.99,6.9,6.9,26.0,-1.12,-170.08,-165.55,-14.47,22.38,-0.63,-20.04,2.94,21.51,136.86,-1421.7,9.94,39.28,384.91,-72.85,1708.73,-1801.09,9.94,-1421.7,-106.53,-1752.91,-0.2179370429193479
123,2021,1.76,1.5,11.05,68.22,68.22,65.92,-1.98,73.07,-1.97,73.05,-9.51,63.05,-4.12,-7.92,14.59,40.41,-6.16,16.38,-0.14,-0.14,11.97,8.26,10.56,3.18,5.08,9.01,12.26,11.81,11.03,0.02,14.89,-101.05,5.29,5.29,10.56,-3.45,168.55,155.06,-6.5,10.76,6.14,65.92,-7.92,-151.68,-124.78,-197.71,9.94,-46.43,-50.62,182.46,-53.74,-11.81,9.94,-197.71,-227.08,-158.89,0.0085302567896798
124,2022,5.79,5.72,9.48,-22.49,-22.49,-22.05,-1.84,-21.34,-1.87,-21.32,-15.97,-26.32,-2.38,-11.11,-26.33,-23.43,22.81,-21.57,2.45,2.45,13.08,6.39,-2.08,12.28,7.67,1.71,-4.13,-3.34,-2.2,0.68,8.88,20544.05,-0.61,-0.61,-2.08,-0.34,-63.0,-62.78,3.02,-27.16,8.37,-22.05,-11.11,-310.94,-8.96,37.18,9.94,-112.88,6.55,-82.82,-145.75,-169.84,9.94,37.18,-40.04,75.99,0.0680160287803649
125,2023,20.4,20.45,12.1,33.46,33.46,31.52,-0.92,34.41,-0.91,34.39,-11.52,9.23,14.11,6.54,5.63,10.03,-45.24,3.92,8.74,8.74,12.25,6.29,5.72,-9.49,-5.56,-7.3,8.82,6.54,5.16,1.16,12.29,-39.78,12.16,12.16,5.72,-1.96,86.67,66.43,9.44,10.04,5.52,31.52,6.54,-59.34,-271.84,-87.89,9.94,666.78,-149.08,210.69,-79.75,-135.07,9.94,-87.89,947.27,-90.79,0.0639618723872466
126,2010,15.31,16.5,11.66,-10.44,24.24,28.33,1.88,25.57,2.66,24.62,2.22,10.95,7.78,-3.2,18.34,11.09,11.23,13.15,3.99,4.18,16.99,9.03,10.66,17.32,24.34,-17.93,-2.2,-11.06,1.37,9.96,9.44,-5.62,22.71,20.41,10.66,0.19,-22.28,-35.46,16.97,-9.0,6.98,28.33,-3.2,466.67,-126.78,4.72,20.82,259.24,55.25,-145.41,5.31,-69.54,20.82,1.11,-1.09,-18.15,-0.051790841575857
127,2011,11.06,8.47,12.61,-9.82,4.8,4.66,-0.73,5.62,-0.9,5.79,-5.15,-5.59,5.6,10.36,-17.82,-34.29,6.97,0.2,5.32,4.51,6.85,8.0,4.84,-4.43,-10.64,7.2,50.74,28.11,11.42,8.6,9.05,41.83,-1.55,-0.97,4.84,-2.39,42.02,43.41,0.87,12.14,5.17,4.66,10.36,520.59,263.64,2.13,26.4,-75.28,1.08,856.91,73.27,-404.67,26.4,-4.36,-11.45,-2.6,-0.0234201533446059
128,2012,0.99,2.16,-1.1,-10.2,5.31,3.53,-2.06,5.94,-2.18,6.08,3.79,2.74,-3.02,4.21,23.12,29.92,5.02,11.36,-175.25,-60.42,131.64,4.49,7.15,5.98,13.95,9.63,-19.03,-6.56,0.52,7.34,8.22,-5.47,13.98,13.73,7.15,-1.13,5.8,-6.97,16.69,-2.28,4.13,3.53,4.21,-216.11,-51.15,0.3,7.61,-780.54,-1.18,-33.74,-44.0,-150.14,7.61,-2.28,6.96,-3.33,0.0387322055238821
129,2013,3.23,3.84,4.62,-21.21,3.32,4.66,-1.73,6.68,-1.38,6.3,0.18,1.55,2.08,6.44,-26.35,-10.48,4.73,-6.58,-0.09,3.27,1.28,2.82,-0.96,3.18,20.94,-12.0,-19.96,-15.9,-1.48,8.17,5.66,-17.62,-0.42,-0.51,-0.96,-3.46,9.94,10.51,2.32,-22.75,1.13,4.66,6.44,-53.06,-37.01,9.75,12.2,-167.32,-68.13,202.27,154.91,-151.26,12.2,8.81,36.75,4.69,0.2552525376746704
130,2014,3.08,4.12,1.33,4.81,7.07,5.87,-4.8,11.73,-4.56,11.45,3.12,3.2,1.78,2.7,-24.39,-26.5,-0.35,-7.6,1.72,-1.88,-2.28,-6.31,-6.8,1.71,-20.01,55.59,42.88,49.67,16.18,0.09,5.86,60.72,-25.1,-26.78,-6.8,-4.25,44.11,96.81,-43.79,15.5,1.28,5.87,2.7,-378.26,-37.5,13.91,-10.33,-84.59,-30.37,30.0,25.87,101.05,-10.33,23.63,4.29,7.08,0.0918001919818269
131,2015,-4.86,-3.14,-4.44,12.84,-2.89,-3.14,-3.64,1.2,-3.75,1.31,3.12,2.5,-4.49,1.92,-24.06,-5.22,-1.98,-6.62,3.5,0.31,13.25,11.42,4.63,-10.22,18.67,30.04,-5.52,14.21,15.69,9.39,6.58,1.11,-10.69,-10.61,4.63,-4.06,82.17,103.8,-102.41,-21.31,-0.39,-3.14,1.92,191.88,690.0,-3.11,-2.14,-223.19,372.65,-1.73,-44.75,-92.15,-2.14,-3.39,-9.36,-0.64,-0.0470257183394385
132,2016,-0.55,1.2,-1.15,38.21,3.37,4.48,-3.34,8.1,-2.9,7.61,4.34,5.06,-2.87,2.72,39.77,33.37,5.73,6.74,6.58,0.01,-0.62,-2.54,0.57,3.93,-12.63,21.99,11.1,17.98,7.59,5.62,3.64,13.93,-12.04,-11.95,0.57,-2.07,2.81,16.77,981.11,22.17,2.39,4.48,2.72,-85.33,-99.11,3.77,-2.81,67.28,-50.2,-35.93,26.81,-1506.67,-2.81,5.71,11.7,-0.69,0.1281656909695185
133,2017,5.14,3.9,7.54,-284.71,7.02,-3.74,-1.19,-2.64,-0.97,-2.86,-4.0,-8.51,5.2,4.75,54.18,27.31,11.82,21.76,11.06,4.11,11.78,11.95,15.44,12.61,23.61,13.28,16.17,14.28,16.85,5.74,3.19,-3.02,12.28,12.37,15.44,-0.31,17.77,4.81,39.53,-1.5,-0.05,-3.74,4.75,-488.32,-5228.57,-6.33,-3.31,-48.71,119.96,-54.76,-42.61,-21.17,-3.31,-7.15,38.89,-2.63,0.1610112525984115
134,2018,3.5,2.73,15.67,8.28,-7.26,10.15,-1.51,11.79,-1.75,12.06,-10.32,6.38,1.31,-3.63,-21.7,-6.55,2.22,-3.98,2.99,-1.44,-2.41,-3.88,-3.91,4.26,-5.76,10.87,-8.89,3.91,1.09,5.43,3.89,-2.28,-15.28,-15.26,-3.91,-3.08,8.01,27.47,61.45,1.89,2.16,10.15,-3.63,-73.68,-175.77,3.19,14.86,-308.45,-107.19,228.71,152.39,-108.02,14.86,-0.1,-24.89,-6.28,-0.1023262439546023
135,2019,-1.92,-6.73,-7.54,-202.35,-18.4,-14.56,-1.95,-12.86,-2.81,-12.1,-4.24,-12.89,-4.62,7.06,-24.19,-17.53,-4.56,-5.38,-10.77,16.63,26.97,39.04,22.35,-4.11,27.31,30.62,29.95,30.42,29.57,4.67,3.69,18.54,2.73,2.82,22.35,-0.24,52.6,48.41,224.8,-25.68,2.83,-14.56,7.06,-165.71,-395.22,9.8,7.74,-83.43,-3002.7,-80.39,-83.23,1145.0,7.74,10.47,-18.2,28.52,-0.3254206273797823
136,2020,0.15,3.86,-1.42,-82.47,17.49,17.59,0.1,17.69,-0.5,18.4,13.29,17.64,1.38,19.96,105.55,96.94,-1.8,15.5,5.21,0.92,2.63,2.13,6.01,15.49,-13.81,2.69,8.76,4.56,-0.35,4.31,3.86,-5.87,27.86,27.7,6.01,0.45,-21.15,-38.26,-38.01,34.02,-1.21,17.59,19.96,286.96,-42.96,14.75,-11.65,-220.83,-91.0,-57.21,371.53,-548.39,-11.65,23.11,-9.82,-2.6,-0.1275063568034677
137,2021,9.85,6.3,3.87,170.49,7.35,10.04,0.24,9.71,0.53,9.39,-2.67,0.11,9.85,0.21,-5.42,-1.51,-0.96,2.81,7.96,0.02,-0.48,-2.14,-0.57,18.46,13.68,-10.75,-19.02,-13.4,-7.14,4.33,4.71,-11.89,16.93,16.91,-0.57,-1.02,-9.62,-22.69,-46.61,-9.56,4.13,10.04,0.21,1.4,-263.97,-8.12,6.8,-12.07,127.07,497.55,15.94,-100.36,6.8,-11.51,8.8,-16.46,-0.2139500217533847
138,2022,-3.18,-9.44,25.73,-1497.58,-11.27,-2.33,-2.25,-0.19,-3.02,0.61,-34.17,0.78,-0.03,-4.39,-18.3,-19.92,-2.75,-4.64,-9.12,-2.72,-3.32,0.31,-1.31,-3.28,5.4,-12.8,18.9,-3.31,-0.84,4.07,4.65,-1.14,-2.15,-2.3,-1.31,-3.95,-4.02,-1.77,-27.36,-9.53,-3.16,-2.33,-4.39,-477.01,-10.79,-24.99,9.11,-94.61,-20.58,-33.42,-12.94,9962.5,9.11,-34.34,-19.35,-23.12,-0.0960478561244984
139,2023,-4.52,-5.29,136.46,-128.32,-251.56,-220.51,-2.14,-223.73,-2.41,-224.08,-224.76,-226.82,3.34,8.52,53.76,62.33,7.33,11.51,-245.57,176.1,-36.09,7.66,8.88,33.89,60.63,-2.28,105.04,37.24,44.27,3.96,-21.84,1.57,-67.35,-67.04,8.88,0.61,-17.76,149.52,291.52,-30.58,-7.61,-220.51,8.52,-934.31,-147.31,19.48,-7.66,1663.64,15.39,-97.75,-41.18,-388.94,-7.66,31.83,-20.98,-198.67,-0.2643001420410317
140,2010,6.93,8.23,2.18,-268.82,26.19,28.77,-1.48,30.7,-0.77,29.76,9.21,20.43,11.73,4.33,16.98,-9.4,16.28,12.98,1.26,7.8,-6.73,6.39,10.56,-3.66,-3.28,31.85,17.25,22.09,4.2,101.52,-26.91,8.88,16.73,16.73,10.56,-2.69,-231.52,-212.67,13.08,16.81,-4.3,28.77,4.33,-5.04,-471.35,26.45,-36.61,-22.84,-28.26,2.19,78.09,-87.32,-36.61,38.81,-18.17,-1.8,-0.1930737708158941
141,2011,11.94,8.54,5.12,-0.55,12.23,23.4,-3.67,28.1,-3.74,28.2,-0.13,10.24,10.69,3.48,43.45,74.57,15.16,34.56,6.97,10.65,-1.95,11.0,26.23,11.63,10.05,141.36,23.43,65.67,29.25,0.89,-62.04,76.59,23.62,23.62,26.23,-3.37,432.49,330.74,2.04,22.28,1.12,23.4,3.48,106.22,-554.31,12.13,19.12,34.07,29.19,2.47,-36.98,-852.26,19.12,11.51,-5.37,-9.13,-0.0451243991763221
142,2012,5.4,3.36,1.45,-725.16,-20.68,-26.66,-1.11,-25.84,-1.01,-25.91,-1.97,-30.42,0.92,7.27,19.46,-27.8,5.29,13.57,-132.99,-54.04,97.19,7.11,11.56,-39.56,13.6,-10.13,5.32,-2.74,6.37,-48.12,-108.94,-23.67,16.26,16.26,11.56,0.06,116.62,86.33,3.6,-0.03,4.44,-26.66,7.27,-694.19,-1296.47,17.16,-2.12,-1.76,69.58,-65.88,12.32,-164.17,-2.12,19.0,1.29,59.75,-0.0760683806134481
143,2013,5.6,2.5,10.85,-105.06,21.49,28.77,-0.25,29.1,-0.42,29.32,-6.54,21.95,0.26,26.56,22.18,-45.17,10.81,19.25,-471.0,172.15,-30.83,13.2,17.45,4.97,14.47,17.62,17.05,17.33,15.62,2.29,1648.23,22.57,18.96,18.96,17.45,-0.63,135.64,98.08,3.27,4.18,5.32,28.77,26.56,63.57,19.34,-8.83,84.69,48.66,-3.93,42.14,-13.39,21.73,84.69,-16.18,15.19,-29.2,0.146967216656529
144,2014,11.54,3.99,1.01,-122.92,2.84,0.97,-0.91,1.89,-0.84,1.82,-2.77,-9.48,-13.73,38.8,11.28,127.89,11.77,12.6,30.23,23.55,51.66,41.92,21.03,44.63,21.94,63.84,21.24,41.83,30.11,1.57,78.98,112.74,13.73,13.73,21.03,-1.07,18.48,4.18,-12.11,-7.66,29.29,0.97,38.8,0.86,4.83,11.79,28.85,-58.86,-20.91,51.48,3.02,-260.08,28.85,8.83,6.88,10.72,0.1617398629255009
145,2015,7.77,1.07,-1.49,14543.94,-33.48,-44.76,-1.47,-43.94,-1.73,-43.79,-4.32,-48.75,16.9,14.29,12.62,-35.46,-8.37,9.16,13.22,16.3,-19.01,-11.4,2.23,-16.91,9.28,34.7,13.13,25.17,16.39,0.14,-48.64,-31.98,-10.8,-10.8,2.23,-2.57,112.49,138.23,-12.49,-0.11,-7.81,-44.76,14.29,-10.87,3.64,-9.78,8.37,75.7,22.13,105.83,8.17,-159.97,8.37,-13.5,12.12,63.34,0.2341845686486865
146,2016,-8.83,-13.22,-5.24,-84.06,6.72,37.77,-3.08,42.15,-2.92,41.91,-10.29,51.11,-5.63,11.16,17.32,16.35,2.06,11.99,24.61,17.99,2.1,4.9,9.91,6.63,19.05,46.66,16.69,34.7,26.58,-0.42,-74.91,-39.06,-10.1,-10.1,9.91,-2.73,58.86,76.7,-22.44,-5.94,-3.39,37.77,11.16,28.65,19.73,14.6,40.36,12.04,4.13,10.8,-7.57,-132.72,40.36,7.98,-7.43,-16.82,0.055427074017696
147,2017,5.43,5.99,3.95,-133.55,17.2,26.23,-2.26,29.15,-2.26,29.15,6.73,19.73,-3.08,32.56,17.43,17.71,8.29,14.46,29.3,25.57,103.9,50.34,24.47,5.57,8.71,86.53,30.31,67.09,38.62,1.67,16.04,-71.96,0.55,0.55,24.47,-1.28,66.46,65.55,-52.63,5.29,8.77,26.23,32.56,30.45,24.36,18.55,-2.57,-13.22,95.33,-28.0,-200.18,15.48,-2.57,25.6,15.94,-6.08,0.2131067112369329
148,2018,22.69,29.3,11.0,173.89,57.56,-21.85,-0.59,-21.38,-0.49,-21.47,17.6,-36.3,16.13,16.89,0.59,55.89,33.8,6.14,52.3,36.43,-0.58,9.79,7.37,30.87,-9.36,2.28,41.79,12.94,4.41,2.75,416.69,-607.42,14.26,14.26,7.37,-0.4,-18.13,-28.35,30.65,17.1,5.65,-21.85,16.89,-124.68,-96.71,11.08,43.09,-152.41,-87.04,-11.77,-499.5,273.28,43.09,2.79,22.82,42.14,0.2703252313925223
